timestr,cell,temperature,dewpoint,CAPE,winddir,windspeed,spread
2021-06-01 13:05:04,1,22.719999313354492,9.25,16.0,323.130126953125,9.0,13.469999313354492
2021-06-01 13:09:20,1,22.719999313354492,9.25,16.0,323.130126953125,9.0,13.469999313354492
2021-06-01 13:13:36,1,22.68000030517578,9.119999885559082,32.0,319.1849365234375,10.464797019958496,13.5600004196167
2021-06-01 13:20:00,1,22.68000030517578,9.119999885559082,32.0,319.1849365234375,10.464797019958496,13.5600004196167
2021-06-01 13:24:16,1,22.68000030517578,9.119999885559082,32.0,319.1849365234375,10.464797019958496,13.5600004196167
2021-06-01 13:28:32,1,22.56999969482422,9.880000114440918,48.0,320.9061584472656,7.4215898513793945,12.6899995803833
2021-06-01 13:34:56,1,23.190000534057617,9.979999542236328,55.0,320.52752685546875,7.9281768798828125,13.210000991821289
2021-06-01 13:39:12,1,23.190000534057617,9.979999542236328,55.0,320.52752685546875,7.9281768798828125,13.210000991821289
2021-06-01 13:45:36,1,23.190000534057617,9.979999542236328,55.0,320.52752685546875,7.9281768798828125,13.210000991821289
2021-06-01 13:49:52,1,23.190000534057617,9.979999542236328,55.0,320.52752685546875,7.9281768798828125,13.210000991821289
2021-06-01 13:54:08,1,23.190000534057617,9.979999542236328,55.0,320.52752685546875,7.9281768798828125,13.210000991821289
2021-06-01 14:00:32,1,23.190000534057617,9.979999542236328,55.0,320.52752685546875,7.9281768798828125,13.210000991821289
2021-06-01 14:04:48,1,23.18000030517578,9.670000076293945,67.0,318.0128173828125,9.686609268188477,13.510000228881836
2021-06-01 14:09:04,1,23.18000030517578,9.670000076293945,67.0,318.0128173828125,9.686609268188477,13.510000228881836
2021-06-01 14:15:28,1,23.18000030517578,9.670000076293945,67.0,318.0128173828125,9.686609268188477,13.510000228881836
2021-06-01 14:19:44,1,23.18000030517578,9.670000076293945,67.0,318.0128173828125,9.686609268188477,13.510000228881836
2021-06-01 14:24:00,1,23.18000030517578,9.670000076293945,67.0,318.0128173828125,9.686609268188477,13.510000228881836
2021-06-01 14:30:24,1,22.920000076293945,8.699999809265137,21.0,325.7843017578125,10.883675575256348,14.220000267028809
2021-06-02 10:59:12,1,22.65999984741211,9.960000038146973,0.0,125.53767395019531,6.193674087524414,12.699999809265137
2021-06-02 11:05:36,1,22.65999984741211,9.960000038146973,0.0,125.53767395019531,6.193674087524414,12.699999809265137
2021-06-02 11:09:52,1,22.65999984741211,9.960000038146973,0.0,125.53767395019531,6.193674087524414,12.699999809265137
2021-06-02 11:14:08,1,22.65999984741211,9.960000038146973,0.0,125.53767395019531,6.193674087524414,12.699999809265137
2021-06-02 11:20:32,1,22.65999984741211,9.960000038146973,0.0,125.53767395019531,6.193674087524414,12.699999809265137
2021-06-02 11:24:48,1,22.65999984741211,9.960000038146973,0.0,125.53767395019531,6.193674087524414,12.699999809265137
